Question,Answer,Topic
Why is the framing of rules governing university-student relations vital?,"""not merely to the smooth and efficient operation of the institution, but to its very survival.""",48
What is the approach to discipline adopted by USC?,"""progressive and positive discipline policy""",48
What is the goal of progressive and positive discipline?,"""to teach, guide, mentor, and support an intrapersonal/interpersonal skill that a particular student lacks.""",48
What is the purpose of discipline according to the policy?,"""to let them realize what behaviors are acceptable and/or appropriate and what behaviors are not.""",48
What is the consequence of a student's choices according to the policy?,"""their choices have consequences""",48
What is the role of punishment in the discipline policy?,"""punishment is only one technique of discipline""",48
What is the last resort in the discipline policy?,"""expulsion is reserved as a measure of last resort""",48
What is encouraged in the discipline policy?,"""employing alternative programs and practices that support student needs and hold students accountable, yet keep them engaged in the classroom""",48
What is the expected outcome of the discipline policy?,"""this leads to higher achievement and improved graduation rates""",48
What are the core values that the progressive and positive discipline policy must adhere to?,"""the core values of the university""",48
What are the three core values mentioned in the policy?,"""Scientia, Virtus, and Devotio""",48
What is the goal of the discipline policy in terms of academic learning?,"""to encourage academic learning and not hamper or impede academic engagement""",48
What is the goal of the discipline policy in terms of character development?,"""to promote holistic character development and wellness by encouraging the student to do the right thing next time willfully due to personal enlightenment""",48
What is the goal of the discipline policy in terms of altruistic and prosocial attitude?,"""to contribute to developing a student’s altruistic and prosocial attitude/behavior, and/ or cultural sensitivity through service orientation""",48
What factors should be considered in using progressive and positive discipline?,"""the students’ stage of growth and development, the nature, severity, and frequency of the offense/ inappropriate behavior, the history and circumstances surrounding it, and the impact of the behavior on the school climate""",48
What is the approach to discipline in cases of repeated or escalated behavior?,"""more serious consequences may be considered for inappropriate behavior that escalates or is repeated""",48
What is essential to student learning according to the policy?,"""providing students with the opportunity to reflect on their own actions and the impact of these actions""",48
What is unique about each decision on discipline?,"""each decision on discipline is unique for each student""",48
Who may be involved in determining the most appropriate way to respond to each situation?,"""the student development mentors, teachers, Department Chairs, Deans, OSFA Officers, Vice Presidents, and/or the President""",48
What are some supports that may be included in the discipline recommendations?,"""a discipline conversation, a parent - teacher/staff feedback and conferences, a review of expectations for the student’s behavior, formation sessions like counseling, moral and/or spiritual guidance, coaching, anger management, etc.""",48
What are some consequences that may be included in the discipline recommendations?,"""writing a personal apology to the aggrieved/offended party, doing an academic assignment or writing a paper, mandatory work in the form of community service, suspension, disqualification, or withdrawal of privileges, payment of the value of the property destroyed/damaged /lost or its replacement, etc.""",48
Who are bound to help enforce school policies?,"All teachers, school officials, and other employees and persons in authority.",49
Who handles minor to less serious offenses?,Student development mentors (SDMs).,49
What is the role of SDMs in each department?,They are faculty members assigned to mentor their students' development and discipline.,49
Can SDMs impose sanctions and penalties on their own?,"No, SDMs can only recommend certain support, sanctions, and penalties and needs approval by their respective academic chairperson.",49
Who handles minor to less serious offenses that involve cases between departments of the same college?,The Student Development Committee (SDEVCOM) members.,49
Can SDEVCOM impose sanctions and penalties on their own?,"No, SDEVCOM can only recommend certain support, sanctions, and penalties and needs approval by their respective academic dean.",49
Who handles serious to very serious offenses?,The campus Student Discipline Officer (SDO).,49
What does the campus SDO do after an initial assessment and evaluation?,"The campus SDO may recommend for the SDMs and/or SDEVCOM to handle the case or endorse it, and then convene the Student Discipline Committee.",49
What is the Student Discipline Committee (SDC) tasked to do?,The SDC is tasked to discuss and deliberate on the discipline recommendation of a case.,49
Who are the members of the Student Discipline Committee (SDC)?,"The head of the OSFA, a university lawyer, and a member of the student development board.",49
Can the SDC impose sanctions and penalties on their own?,"No, the SDC can only recommend support, sanctions, and penalties.",49
Who acts on the recommendation of the SDC?,The Director of Student Services and approved by the Vice President concerned.,49
Can the SDC adopt a trial-type proceeding in its investigation?,"No, the SDC will not adopt a trial-type proceeding in its investigation.",49
Can cross-examination be allowed in the SDC's investigation?,"No, cross-examination may be disallowed at its discretion.",49
Who decides and approves the recommendations endorsed by the Director of Student Affairs and Services Office regarding disciplinary matters?,The Vice President concerned.,49
Is the VP's decision on a student disciplinary case final?,"Yes, the VP's decision on a student disciplinary case is final.",49
How is the VP's decision on a student disciplinary case executed?,The VP's decision on a student disciplinary case is executed through the Student Discipline Office.,49
What is the role of the Student Discipline Office?,The Student Discipline Office executes the VP's decision on a student disciplinary case.,49
Who is responsible for handling student disciplinary cases?,The campus Student Discipline Officer (SDO).,49
What is the role of the academic chairperson in the disciplinary process?,The academic chairperson approves the recommendations of the SDMs.,49
What is the role of the academic dean in the disciplinary process?,The academic dean approves the recommendations of the SDEVCOM.,49
What is the role of the Director of Student Services in the disciplinary process?,The Director of Student Services acts on the recommendation of the SDC and approves it.,49
What is the role of the Vice President in the disciplinary process?,The Vice President decides and approves the recommendations endorsed by the Director of Student Services and Services Office regarding disciplinary matters.,49
What is the purpose of the Student Development Committee (SDEVCOM)?,SDEVCOM handles minor to less serious offenses that involve cases between departments of the same college.,49
What is the purpose of the Student Discipline Committee (SDC)?,The SDC is tasked to discuss and deliberate on the discipline recommendation of a case.,49
What is a minor offense?,"Minor violations do not involve serious injury or harm, lack evidence of malice or premeditation, behaviors can be attributed to development or circumstances, and have little or no serious negative implications for the University or its members.",50
What happens to a student who commits a minor offense?,"Minor offenses are recorded in a student’s name, but do not prevent him/her from receiving a clean Certificate of Good Moral Character.",50
How many warnings are given to a student who commits a minor offense?,Three (3) warnings.,50
What is the first warning for a minor offense?,"First warning constitutes a Discipline Consultative Session (in accordance with our ""Sultihi ako, maminaw ako"" Program-Consultative Session/s).",50
What is the second warning for a minor offense?,"Second warning, the Student is now required to submit an apology letter before his/her school ID is returned.",50
What is the third warning for a minor offense?,Third warning serves as the Final Warning. The student is now informed of the consequences of his/her actions with varied sanctions according to the gravity of the offense committed.,50
Who can call the attention of a student who committed a minor offense?,"All teachers, school officials, and other university employees and persons in authority.",50
How are minor offenses handled?,"Depending on the frequency and the school of the student(s) involved, minor offenses are handled by the Student Development Mentors (SDMs) and by the Student Development Committee (SDEVCOM) members.",50
What is the consequence of repeated minor violations in a semester?,"Repeated minor violations in a semester, however, may constitute a basis for the filing of a higher rank offense.",50
What is a less serious offense?,Less serious offenses are acts that disrupt the order and are a threat to the security and safety of the school.,50
What is the consequence of a less serious offense?,Less serious offenses are recorded in a student’s name but do not prevent them from receiving a clean Certificate of Good Moral Character.,50
How are less serious offenses handled?,"All teachers, school officials, and other university employees and persons in authority may call the attention of the student who committed a less serious offense.",50
What is the first offense consequence for a less serious offense?,First offense - Discipline Conversation. Written Warning is given to the student and required to submit a written reply.,50
What is the second offense consequence for a less serious offense?,Second offense - Written Warning is given to the student and required to submit a written reply.,50
What is the third offense consequence for a less serious offense?,Third offense - Written Warning is given to the student and required to submit a written reply.,50
What is a serious offense?,"Serious offenses are acts that do a greater threat or damage to the safety, property, honor, and dignity of another person and the school.",50
What is the consequence of a serious offense?,Serious offenses are recorded in a student’s name during his/her stay in the University and may prevent him/her from receiving a clean Certificate of Good Moral Character.,50
How are serious offenses handled?,Serious offenses are handled by the campus student discipline office (SDO).,50
What happens after an initial assessment and evaluation of a serious offense?,"The campus SDO may recommend for the SDMs and/or SDEVCOM to handle the case or endorse it, and then convene the Student Discipline Committee.",50
What is the consequence of a serious offense after the Student Discipline Committee is convened?,Written Warning is given to the student and required to submit a written reply.,50
Who is informed after a serious offense?,"The chair, the dean, and the Parents/Guardians are informed.",50
What is a very serious offense?,"Very serious offenses are acts that do the greatest threat or damage to the safety, property, honor, and dignity of another person and the school.",50
What is the consequence of a very serious offense?,Very Serious offenses are recorded in a student’s name during his/her stay in the University and may prevent him/her from receiving a Certificate of Good Moral Character.,50
What is the process for handling a very serious offense?,"Step 1: The Chair of the Student Discipline Board (SDB) receives the case documents from the SDMC. Step 2: The Chair of the SDB furnishes copies of the case documents within 5 working days upon receipt thereof to all members of the committee for them to review, assess and study. Step 3: The SDB Chair convenes the members not more than 5 working days after furnishing copies of the case documents to the members of the SDB. Step 4: The SDB evaluates, assesses and reviews the findings of the case. Step 5: The SDB makes the final decision/judgement of the case. Step 6: The decision of the SDB shall become final and executory after 5 working days after the SDB has been convened. Step 7: The Student Discipline Officer facilitates the enforcement of the final decision.",50
Can the University pursue cases not listed in the table of offenses and penalties?,The enumeration of the offenses and their corresponding penalties in the table of offenses and penalties does not curtail the right of the University to pursue cases not listed in order to enforce discipline.,50
Can the Student Discipline Office handle misconduct committed outside the University premises?,Any misconduct committed outside the University premises does not deprive the Student Discipline Office of its jurisdiction for as long as the misconduct involving a student can affect the good name or reputation of the University.,50
What is the composition of the Student Discipline Board (SDB)?,"Director of Student Services Chair, Student Discipline Officer – Secretariat, Student Discipline Mentor of the Complainant, Student Discipline Mentor of the Respondent, Legal Consultant, if needed.",50
What happens if the complainant/s is not satisfied with the decision?,The complainant/s may file a written appeal to the Vice President for Academic Affairs.,50
Is the decision of the VPAA appealable?,The decision of the VPAA is no longer appealable.,50
What happens after the Student Discipline Committee is convened?,"The Chair, Dean, and Parents/Guardians are informed. The Student Discipline Committee is convened, after which a written document with all the attachments are kept in the SDO for proper filing with the utmost confidentiality.",50
What is the University's right to act on the condemnable act or omission of a student limited to?,Whatever is actionable in a court or quasi-judicial body is also actionable in the administrative tribunal of the University.,51
What happens if there is no written complaint?,"The Administration, on its initiative, will be the complainant and start the investigative proceedings.",51
What is the ranking of the offense for failure to wear the prescribed school uniform or dress code according to the specification and standards set by the University?,A - Light offense,51
What is the ranking of the offense for untidy appearance and/or inappropriate attire for a school environment?,A - Light offense,51
What is the ranking of the offense for wearing attire/school uniform according to their gender preference without approval/clearance from the Gender Development Officer at OSFA?,B/C - Less serious/Serious offense,51
"What is the ranking of the offense for coming to school in a civilian attire, when allowed, that does not promote a dignified, decent and formal appearance, and decorum?",B/C - Less serious/Serious offense,51
What is the ranking of the offense for failure to present a uniform exemption?,A/B - Light/Less serious offense,51
What is the ranking of the offense for taking off the school uniform on campus except during class activities that require decent and formal attire?,A/B - Light/Less serious offense,51
What is the ranking of the offense for wearing/moving around the campus in a PE uniform but outside of PE classes?,A/B - Light/Less serious offense,51
What is the ranking of the offense for coming to school with unkept or untidy haircut/hairstyle?,A/B - Light/Less serious offense,51
What is the ranking of the offense for exposure of body tattoos with offensive and obscene designs?,A/B - Light/Less serious offense,51
What is the ranking of the offense for entering the University campus without a valid school identification card (ID) such as tailgating?,A/B - Light/Less serious offense,51
What is the ranking of the offense for non-wearing of school identification card on campus?,A - Light offense,51
What is the ranking of the offense for use of two or more school ID or gate pass by whatever means or manner?,A/B - Light/Less serious offense,51
"What is the ranking of the offense for representing, wearing or using any uniform, insignia or other identifying marks of the University or any department or college without authorization for personal gain?",B/C - Less serious/Serious offense,51
What is the ranking of the offense for unauthorized access of computer files like hacking and other IT-related violations?,B/C/D - Less serious/Serious/Very serious offense,51
"What is the ranking of the offense for unauthorized collection of money, checks, or any other instrumentality of monetary value and/or embezzlement of funds?",B/C/D - Less serious/Serious/Very serious offense,51
What is the ranking of the offense for entering the campus or off-campus sites under the influence of alcohol and prohibited substances?,C/D - Serious/Very serious offense,51
What is the ranking of the offense for bringing of intoxicated beverage in whatever quantity on campus?,C/D - Serious/Very serious offense,51
What is the ranking of the offense for engaging in an unrestrained drinking of alcoholic beverages with schoolmates or friends in school uniform outside the campus?,C/D - Serious/Very serious offense,51
"What is the ranking of the offense for possession of firearm, air gun, or similar gun replicas, sharp-bladed weapons, tear gas, firecrackers, pyrotechnics, explosive or miniature bombs inside the campus?",D - Very serious offense,51
What is the ranking of the offense for threatening to use these weapons to harm anybody inside the campus?,C/D - Serious/Very serious offense,51
What is the ranking of the offense for hazing as defined in RA No. 11053 or the Anti Hazing Law?,D - Very serious offense,51
What is the ranking of the offense for violation of parking regulations?,A - Light offense,51
What is the ranking of the offense for engaging in endangering behavior?,A/B/C/D - Light/Less serious/Serious/Very serious offense,51
"What is the ranking of the offense for indiscriminate throwing of waste paper, candy wrappers, chewing gums, plastic cups, etc. on campus or spitting on floors or walls?",A - Light offense,51
"What is the ranking of the offense for loitering or making excessive noise in corridors, stairways, or immediate vicinities during classes?",A - Light offense,51
"What is the ranking of the offense for loud and disturbing arguments, shouting, or heckling that are offensive to the sensibilities of the school community?",A/B - Light/Less serious offense,51
"What is the ranking of the offense for unauthorized use of cellular phones, iPods, or other communication gadgets inside the classroom while classes, examinations or other academic activities are going on?",A/B/C/D - Light/Less serious/Serious/Very serious offense,51
What is the ranking of the offense for bringing in or playing with any gambling paraphernalia and engaging in gambling activities inside the campus?,A/B - Light/Less serious offense,51
What is the ranking of the offense for smoking/vaping inside the campus and its immediate vicinity?,B - Less serious offense,51
"What is the ranking of the offense for deliberate disruption of classes, academic functions, or activities within University premises?",A/B/C - Light/Less serious/Serious offense,51
"What is the ranking of the offense for brawls, riots, hooliganism on or off campus?",B/C/D - Less serious/Serious/Very serious offense,51
"What is the ranking of the offense for instigating or participating in group activities, gatherings, rallies, and the like that result in stoppage or disruption of classes and/or other academic activities?",C/D - Serious/Very serious offense,51
What is the ranking of the offense for causing panic or confusion that leads to the disruption of classes and other academic activities?,C/D - Serious/Very serious offense,51
"What is the ranking of the offense for unauthorized rallies, barricading, picketing, preventing, or threatening any student from entering the school campus or attending classes, and/or school personnel from discharging their duties?",C/D - Serious/Very serious offense,51
What is the ranking of the offense for initiating or participating in activities contrary to law or public order?,D - Very serious offense,51
"What is the ranking of the offense for subverting or defying policies and guidelines of any college department, office of the University, and CHED?",C/D - Serious/Very serious offense,51
What is the ranking of the offense for any act or omission punishable under the rules and regulations of the University or laws of the land?,C/D - Serious/Very serious offense,51
What is required to enroll every semester or to leave the University at any time?,Satisfaction of pending academic and non-academic obligations.,52
What is the purpose of clearance?,To enroll every semester or to leave the University at any time.,52
What kind of obligations must be satisfied for clearance?,Pending academic and non-academic obligations.,52
What happens to students who have not resolved their disciplinary cases?,"They will not be allowed to proceed with enrollment, transfer, or graduation.",52
What happens to students who have inadequately followed the recommendation of support and sanctions?,"They will not be allowed to proceed with enrollment, transfer, or graduation.",52
Who must sign off on the clearance requirement?,The Student Development Mentor and the campus Student Discipline Officer.,52
What is part of the requirement for clearance?,The signature of the Student Development Mentor and the campus Student Discipline Officer.,52
What is the consequence of not resolving disciplinary cases?,"Not being allowed to proceed with enrollment, transfer, or graduation.",52
What is the consequence of not following the recommendation of support and sanctions?,"Not being allowed to proceed with enrollment, transfer, or graduation.",52
What is required for a student to proceed with enrollment?,Satisfaction of pending academic and non-academic obligations.,52
What is required for a student to proceed with transfer?,Satisfaction of pending academic and non-academic obligations.,52
What is required for a student to proceed with graduation?,Satisfaction of pending academic and non-academic obligations.,52
What kind of cases must be resolved for clearance?,Disciplinary cases.,52
What kind of support and sanctions must be followed for clearance?,The recommendation of support and sanctions.,52
Who is responsible for ensuring clearance?,The Student Development Mentor and the campus Student Discipline Officer.,52
What is the role of the Student Development Mentor in clearance?,To sign off on the clearance requirement.,52
What is the role of the campus Student Discipline Officer in clearance?,To sign off on the clearance requirement.,52
What happens when a student does not satisfy pending obligations?,"They will not be allowed to proceed with enrollment, transfer, or graduation.",52
What is the purpose of the clearance process?,To ensure satisfaction of pending academic and non-academic obligations.,52
What is the consequence of not satisfying pending obligations?,"Not being allowed to proceed with enrollment, transfer, or graduation.",52
What is required for a student to leave the University?,Satisfaction of pending academic and non-academic obligations.,52
What is the role of the clearance process in the University?,To ensure satisfaction of pending academic and non-academic obligations.,52
What kind of obligations are included in the clearance process?,Academic and non-academic obligations.,52
What is the significance of the clearance process?,It is required to enroll every semester or to leave the University at any time.,52
What is the purpose of the Student Development Mentor's signature?,To sign off on the clearance requirement.,52
What is the purpose of the campus Student Discipline Officer's signature?,To sign off on the clearance requirement.,52
What is the topic of the guidelines discussed in the manual?,Guidelines for Ensuring Discipline and Due Process,53
What type of offenses do the guidelines cover in the first section?,Minor offenses and less serious offenses,53
Who does the complainant submit a letter of complaint/incident report to in step 1?,His/her Student Discipline Mentor (SDM),53
How many days does the student respondent have to answer the complaint filed against him/her?,3 days,53
What do the SDMs of the complainant and respondent do in step 3?,Assess the gravity of the offense and call the student respondent for a discipline conversation,53
Who may be invited to the discipline conversation in step 3?,Some witnesses,53
What do the two SDMs do after determining the gravity of the offense in step 4?,Recommend the interventions and sanctions to be endorsed by the campus Student Discipline Officer (SDO) and approved by the Head of the Office Student Formation and Activities,53
What happens if the case is resolved within the level of the SDMs?,The student respondent signs an agreement wherein it is stated that he/she promises not to commit any infraction again,53
What happens if the case cannot be resolved at the level of the SDMs?,It is elevated to the Student Discipline Mentors Committee (SDMC),53
How many days do the SDMs have to forward the case documents to the SDMC?,5 days,53
What type of offenses do the guidelines cover in the second section?,Serious offenses and very serious offenses,53
Who does the complainant submit a letter of complaint/incident report to in step 1 for serious offenses?,The campus Student Discipline Officer (SDO),53
How many days does the student respondent have to answer the complaint filed against him/her in step 2?,3 days,53
What does the SDO do in step 3 for serious offenses?,Informs the members of the SDMC of the date set for the case conference,53
How many working days does the SDO have to schedule the case conference?,10 working days,53
What happens during the case conference in step 4?,The SDMC calls the student complainant and respondent for a case conference,53
Who may be invited to the case conference in step 4?,Some witnesses,53
What standards of due process must the SDMC ensure are satisfied during the case conference?,The respondent should have been informed in writing of the nature and cause of the accusation/s; The respondent should have been granted the right to answer the charges against her/him; The respondent should be informed of the evidences against him/her; The respondent is given the right to adduce evidence on his/ her own behalf; and the evidence should be considered by the SDMC,53
What does the SDMC do after determining the gravity of the offense in step 5?,Recommend the intervention and sanctions to be endorsed by the Head of the Office of Student Formation and Activities,53
Who enforces the approved intervention and sanctions in step 6?,The SDO,53
Who receives copies of the approved intervention and sanctions in step 6?,Both the complainant and respondent,53
What happens if the case cannot be resolved at the level of the SDMC?,It is elevated to the Student Discipline Board (SDB),53
How many days do the SDMC have to forward the case documents to the SDB?,5 days,53
Who are the members of the Student Discipline Mentors Committee (SDMC)?,"Chair of Student Discipline Officer, Student Discipline Mentor of the Complaint, Student Discipline Mentor of the Respondent, Student Representative of the Collegiate Council of the Complainant, Student Representative of the Collegiate Council of the Respondent, and Head of Office of Student Formation and Activities",53
Who are the members of the Student Discipline Mentors Committee (SDMC)?,Pregnant students will be permitted to continue with their studies...,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...on the condition that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...the school may require the student concerned to present medical clearance...,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...and such other documents as may be rendered necessary for the purpose.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...to ensure that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,Pregnant students...,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...medical clearance and such other documents as may be rendered necessary for the purpose.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...to ensure that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...medical clearance and such other documents as may be rendered necessary for the purpose.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...for the purpose.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...the school...,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,Pregnant students will be permitted to continue with their studies...,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...medical clearance and such other documents as may be rendered necessary for the purpose.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...the school...,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...to ensure that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...medical clearance and such other documents as may be rendered necessary for the purpose.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...to ensure that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,Pregnant students will be permitted to continue with their studies...,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...medical clearance and such other documents as may be rendered necessary for the purpose.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,Pregnant students...,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...for the purpose.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,...that their enrollment in the university will not pose health and safety risks given their health condition.,54
Who are the members of the Student Discipline Mentors Committee (SDMC)?,Pregnant students will be permitted to continue with their studies...,54
Who has jurisdiction over all cases involving the discipline of students?,"The USC Administration, through the Office of Student Formation and Activities – Student Discipline Section.",55
What happens if a student refuses to heed the summons to appear before the investigating body set up by the administration?,"A student who is charged with an offense, and refuses to heed the summons to appear before the investigating body set up by the administration is deemed to have waived his/her right to present evidence/s.",55
What will happen to the case if the student refuses to appear before the investigating body?,The case shall then be decided based on the complaint and the evidence presented.,55
Is misconduct committed outside the University covered by the policy on discipline?,"Yes, misconduct committed outside the University, consequently affecting his/her status as a student, is covered with the policy on discipline.",55
What happens if a student who committed misconduct outside the University enrolls again?,"In case of subsequent enrollment of such a student, he/she will have to answer the charges filed and lodged against him/her.",55
Who sets up the investigating body?,The administration sets up the investigating body.,55
What is the role of the Office of Student Formation and Activities – Student Discipline Section?,The Office of Student Formation and Activities – Student Discipline Section has jurisdiction over all cases involving the discipline of students.,55
Can a student present evidence if they refuse to appear before the investigating body?,"No, a student who is charged with an offense, and refuses to heed the summons to appear before the investigating body set up by the administration is deemed to have waived his/her right to present evidence/s.",55
What is the basis for deciding the case if the student refuses to appear?,The case shall then be decided based on the complaint and the evidence presented.,55
Is the policy on discipline only applicable to misconduct committed within the University?,"No, misconduct committed outside the University, consequently affecting his/her status as a student, is covered with the policy on discipline.",55
What happens to the charges filed against a student who committed misconduct outside the University?,"In case of subsequent enrollment of such a student, he/she will have to answer the charges filed and lodged against him/her.",55
Who is responsible for investigating student misconduct?,The Office of Student Formation and Activities – Student Discipline Section is responsible for investigating student misconduct.,55
Can a student avoid answering charges by not enrolling again?,"No, in case of subsequent enrollment of such a student, he/she will have to answer the charges filed and lodged against him/her.",55
What is the purpose of the investigating body?,The investigating body is set up to investigate student misconduct.,55
Who has the authority to summon a student?,The administration has the authority to summon a student.,55
What happens if a student fails to respond to the summons?,"A student who is charged with an offense, and refuses to heed the summons to appear before the investigating body set up by the administration is deemed to have waived his/her right to present evidence/s.",55
Is the policy on discipline only applicable to students who are currently enrolled?,"No, misconduct committed outside the University, consequently affecting his/her status as a student, is covered with the policy on discipline.",55
Can a student appeal the decision of the investigating body?,(No answer in the provided text),55
What is the role of the USC Administration in student discipline?,"The USC Administration, through the Office of Student Formation and Activities – Student Discipline Section, has jurisdiction over all cases involving the discipline of students.",55
Who is responsible for enforcing the policy on discipline?,The Office of Student Formation and Activities – Student Discipline Section is responsible for enforcing the policy on discipline.,55
Can a student be disciplined for misconduct committed outside the University?,"Yes, misconduct committed outside the University, consequently affecting his/her status as a student, is covered with the policy on discipline.",55
What is the purpose of the policy on discipline?,(No answer in the provided text),55
Who is affected by the policy on discipline?,Students are affected by the policy on discipline.,55
Can a student be exempt from the policy on discipline?,(No answer in the provided text),55
What is the scope of the policy on discipline?,"The policy on discipline covers misconduct committed outside the University, consequently affecting his/her status as a student.",55
Who investigates student misconduct?,The Office of Student Formation and Activities – Student Discipline Section investigates student misconduct.,55
What happens if a student is found guilty of misconduct?,(No answer in the provided text),55
Can a student be disciplined for misconduct committed before enrollment?,(No answer in the provided text),55
Who sets the policy on discipline?,(No answer in the provided text),55
What is the purpose of the Office of Student Formation and Activities – Student Discipline Section?,The Office of Student Formation and Activities – Student Discipline Section has jurisdiction over all cases involving the discipline of students.,55
What is the topic of this section of the student manual?,Topic 56: Sanctions,56
What is the basis of the disciplinary sanctions for Serious Offenses or violations of school regulations?,Pursuant to the Manual of Regulations for Private Higher Education,56
What is suspension as a penalty?,A penalty in which the school is allowed to deny or deprive an erring student of attendance in classes for a period not exceeding 20% of the prescribed class days for the term.,56
What is the limitation on the duration of suspension?,Not exceeding 20% of the prescribed class days for the term.,56
What happens if the decision of the school involves suspension exceeding 20% of the prescribed school days for a term?,The decision shall be forwarded to the CHED Regional Office within 10 days from the termination of the investigation of each case.,56
Can preventive suspension be imposed on a student under investigation?,"Yes, even before the hearing of his/her case has commenced.",56
Why can preventive suspension be imposed on a student under investigation?,If there is strong evidence of guilt and the moral conviction of the Discipline Committee that the continued stay or presence is a risk or an imminent danger to life and property in school.,56
Is the respondent permitted inside the school premises during preventive suspension?,No,56
What is the limitation on the duration of preventive suspension?,Not exceeding 10% of the prescribed school days.,56
What is the purpose of preventive suspension?,To prevent risk or imminent danger to life and property in school.,56
Who decides on the preventive suspension of a student under investigation?,The Discipline Committee.,56
What happens to the student under investigation during preventive suspension?,The respondent is not permitted inside the school premises.,56
Can suspension be imposed on a student without a hearing?,"Yes, in the case of preventive suspension.",56
What is the role of the CHED Regional Office in cases of suspension exceeding 20% of the prescribed school days for a term?,The decision shall be forwarded to the CHED Regional Office within 10 days from the termination of the investigation of each case.,56
What is the basis for imposing preventive suspension on a student under investigation?,Strong evidence of guilt and the moral conviction of the Discipline Committee that the continued stay or presence is a risk or an imminent danger to life and property in school.,56
Can a student under investigation be suspended from classes?,"Yes, through preventive suspension or suspension.",56
What is the maximum duration of suspension that can be imposed on a student?,Not exceeding 20% of the prescribed class days for the term.,56
What happens to a student who is suspended from classes?,The school is allowed to deny or deprive the student of attendance in classes.,56
Who is responsible for investigating cases of Serious Offenses or violations of school regulations?,Not specified in the provided text.,56
What are the consequences of violating school regulations?,"Disciplinary sanctions, including suspension.",56
What is the purpose of suspension as a penalty?,Not specified in the provided text.,56
Can a student appeal a decision of suspension?,Not specified in the provided text.,56
What is the role of the Discipline Committee in cases of suspension?,They have the moral conviction that the continued stay or presence is a risk or an imminent danger to life and property in school.,56
What is the relationship between suspension and preventive suspension?,Preventive suspension is a type of suspension that can be imposed before the hearing of the case has commenced.,56
Can a student be suspended from school permanently?,Not specified in the provided text.,56
What is the purpose of forwarding the decision of suspension to the CHED Regional Office?,Not specified in the provided text.,56
What is the role of the CHED Regional Office in cases of suspension?,They receive the decision of suspension exceeding 20% of the prescribed school days for a term within 10 days from the termination of the investigation of each case.,56
What is a student organization?,"A student organization is an organized group of students sharing common interests, objectives, philosophy, and operational activities not contrary to laws, morals and University rules and regulations.",57
What is the significance of student organizations in the University?,The University regards the formation of student organizations as a healthy sign of growing social awareness and concern and as an exercise of students’ freedom of association.,57
What are the responsibilities that come with the freedom of association?,The responsibility to respect the freedom of others and to uphold the dignity of the student body as a whole.,57
What are the venues that student organizations provide for students?,"The development of students’ talents, potentials and capabilities; students’ greater awareness of their rights, duties and responsibilities; wholesome social and recreational activities; and the realization of the university’s mission statement and academic aims.",57
How are student organizations categorized?,"Student organizations are broadly categorized into two, namely: Co-curricular and Extra-curricular.",57
What are Co-curricular organizations?,Co-curricular organizations are school/department-based and whose membership is automatic upon enrollment in a particular course or college.,57
What are Extra-curricular organizations?,"Extra-curricular organizations are initiated and organized by students to accommodate specific interests, concerns or visions, e.g. socio-civic, cultural, religious, athletic, professional service clubs, etc. and whose membership is voluntary.",57
