Question,Answer,Topic
Can cross-examination be allowed in the SDC investigation?,"No, cross-examination may be disallowed at its discretion.",49
Who decides and approves the recommendations endorsed by the Director of Student Affairs and Services Office regarding disciplinary matters?,The Vice President concerned.,49
What is the basis of the Vice President's decision on a student disciplinary case?,The VP's decision on a student disciplinary case is final and can be executed through the Student Discipline Office.,49
Who is responsible for executing the VP's decision on a student disciplinary case?,The Student Discipline Office.,49
What is the role of the Director of Student Services in the disciplinary process?,The Director of Student Services acts on the recommendation of the SDC and approved by the Vice President concerned.,49
What is the role of the Vice President concerned in the disciplinary process?,The Vice President concerned decides and approves the recommendations endorsed by the Director of Student Services regarding disciplinary matters.,49
What is the basis for the Vice President's decision on a student disciplinary case?,The VP's decision on a student disciplinary case is final.,49
Can the Vice President's decision on a student disciplinary case be appealed?,"No, the VP's decision on a student disciplinary case is final.",49
"Who handles minor offenses in terms of support, sanctions, and penalties?","SDMs can only recommend certain support, sanctions, and penalties and needs approval by their respective academic chairperson.",49
"Who handles serious offenses in terms of support, sanctions, and penalties?","The campus SDO may recommend for the SDMs and/or SDEVCOM to handle the case or endorse it, and then convene the Student Discipline Committee.",49
What is the role of the academic chairperson in the disciplinary process?,The academic chairperson approves the recommendations of the SDMs.,49
What is the role of the academic dean in the disciplinary process?,The academic dean approves the recommendations of the SDEVCOM.,49
What is the role of the OSFA in the disciplinary process?,The head of the OSFA is a member of the Student Discipline Committee.,49
What is the role of the university lawyer in the disciplinary process?,The university lawyer is a member of the Student Discipline Committee.,49
What is the role of the student development board in the disciplinary process?,A member of the student development board is a member of the Student Discipline Committee.,49
What is a minor offense?,"Minor violations do not involve serious injury or harm, lack evidence of malice or premeditation, behaviors can be attributed to development or circumstances, and have little or no serious negative implications for the University or its members.",50
What happens to minor offenses in a student's record?,"Minor offenses are recorded in a student’s name, but do not prevent him/her from receiving a clean Certificate of Good Moral Character.",50
How often is the frequency of minor offenses refreshed?,The frequency of offense is refreshed every semester.,50
What happens if a student commits repeated minor violations in a semester?,"Repeated minor violations in a semester, however, may constitute a basis for the filing of a higher rank offense.",50
How many warnings are given for minor offenses?,Minor offenses are given three (3) warnings.,50
What is the first warning for a minor offense?,"First warning constitutes a Discipline Consultative Session (in accordance with our ""Sultihi ako, maminaw ako"" Program-Consultative Session/s).",50
What is the second warning for a minor offense?,"Second warning, the Student is now required to submit an apology letter before his/her school ID is returned.",50
What is the third warning for a minor offense?,Third warning serves as the Final Warning.,50
Who can call the attention of a student who committed a minor offense?,"All teachers, school officials, and other university employees and persons in authority may call the attention of the student who committed a minor offense.",50
Who handles minor offenses?,"Depending on the frequency and the school of the student(s) involved, minor offenses are handled by the Student Development Mentors (SDMs) and by the Student Development Committee (SDEVCOM) members.",50
What is the procedure for the first offense of a minor offense?,First offense - Discipline Conversation (Oral Warning).,50
What is the procedure for the second offense of a minor offense?,Second Offense - Discipline Conversation (Written Warning is given after which the student is required to make a written reply.).,50
What is the procedure for the third offense of a minor offense?,Third Offense - Discipline Conversation. See other disciplinary support & consequences. (Written Reply).,50
What is a less serious offense?,Less serious offenses are acts that disrupt the order and are a threat to the security and safety of the school.,50
What is the impact of less serious offenses on a student's record?,Less serious offenses are recorded in a student’s name but do not prevent them from receiving a clean Certificate of Good Moral Character.,50
How often is the frequency of less serious offenses refreshed?,"Although still recorded, the frequency of offense is refreshed every academic year.",50
What happens if a student commits repeated less serious offenses in an academic year?,"Repeated less serious offenses in an academic year, however, may constitute a basis for the filing of a higher rank offense.",50
Who can call the attention of a student who committed a less serious offense?,"All teachers, school officials, and other university employees and persons in authority may call the attention of the student who committed a less serious offense.",50
Who handles less serious offenses?,"Depending on the frequency and the school of the student(s) involved, less serious offenses are handled by the Student Development Mentors (SDMs) and by the Student Development Committee (SDEVCOM) members.",50
What is the procedure for the first offense of a less serious offense?,First offense - Discipline Conversation. Written Warning is given to the student and required to submit a written reply.,50
What is the procedure for the second offense of a less serious offense?,Second offense - Written Warning is given to the student and required to submit a written reply.,50
What is the procedure for the third offense of a less serious offense?,Third offense - Written Warning is given to the student and required to submit a written reply.,50
What is a serious offense?,"Serious offenses are acts that do a greater threat or damage to the safety, property, honor, and dignity of another person and the school.",50
What is the impact of serious offenses on a student's record?,Serious offenses are recorded in a student’s name during his/her stay in the University and may prevent him/her from receiving a clean Certificate of Good Moral Character.,50
Who can call the attention of a student who committed a serious offense?,"All teachers, school officials, and other university employees and persons in authority may call the attention of the student who committed a serious offense.",50
Who handles serious offenses?,Serious offenses are handled by the campus student discipline office (SDO).,50
What is the procedure for serious offenses?,"For all offenses: Discipline Conversation (Written Reply). The chair, the dean, and the Parents/Guardians are informed. The Student Discipline Committee convened. See other disciplinary support & consequences. Written Warning is given to the student and required to submit a written reply.",50
What is a very serious offense?,"Very serious offenses are acts that do the greatest threat or damage to the safety, property, honor, and dignity of another person and the school.",50
What is the impact of very serious offenses on a student's record?,Very Serious offenses are recorded in a student’s name during his/her stay in the University and may prevent him/her from receiving a Certificate of Good Moral Character.,50
What is the procedure for very serious offenses?,"Step 1: The Chair of the Student Discipline Board (SDB) receives the case documents from the SDMC. Step 2: The Chair of the SDB furnishes copies of the case documents within 5 working days upon receipt thereof to all members of the committee for them to review, assess and study. Step 3: The SDB Chair convenes the members not more than 5 working days after furnishing copies of the case documents to the members of the SDB. Step 4: The SDB evaluates, assesses and reviews the findings of the case. Step 5: The SDB makes the final decision/judgement of the case. Step 6: The decision of the SDB shall become final and executory after 5 working days after the SDB has been convened. Step 7: The Student Discipline Officer facilitates the enforcement of the final decision.",50
What is the composition of the Student Discipline Board (SDB)?,"Composition of the Student Discipline Board (SDB) is as follows: Director of Student Services Chair, Student Discipline Officer – Secretariat, Student Discipline Mentor of the Complainant, Student Discipline Mentor of the Respondent, Legal Consultant, if needed.",50
What happens if the complainant is not satisfied with the decision?,"In cases where the complainant/s is not satisfied with the decision, he/ she may file a written appeal to the Vice President for Academic Affairs.",50
What is the final decision of the Vice President for Academic Affairs?,The decision of the VPAA is no longer appealable.,50
What happens to the written document with all the attachments?,"The Chair, Dean, and Parents/Guardians are informed. The Student Discipline Committee is convened, after which a written document with all the attachments are kept in the SDO for proper filing with the utmost confidentiality.",50
What is the University's right to act on the condemnable act or omission of a student not limited to?,What is listed or mentioned in this list of offenses.,51
What is actionable in a court or quasi-judicial body also actionable in the administrative tribunal of the University?,Whatever is actionable in a court or quasi-judicial body.,51
What happens if there is no written complaint?,"The Administration, on its initiative, will be the complainant and start the investigative proceedings.",51
What is the ranking of the offense of failure to wear the prescribed school uniform or dress code according to the specification and standards set by the University?,A – Light offense.,51
What is the ranking of the offense of untidy appearance and/or inappropriate attire for a school environment?,A – Light offense.,51
What is the ranking of the offense of wearing attire/school uniform according to their gender preference without approval/clearance from the Gender Development Officer at OSFA?,B/C.,51
"What is the ranking of the offense of coming to school in a civilian attire, when allowed, that does not promote a dignified, decent and formal appearance, and decorum?",B/C.,51
What is the ranking of the offense of failure to present a uniform exemption?,A/B.,51
What is the ranking of the offense of taking off the school uniform on campus except during class activities that require decent and formal attire?,A/B.,51
What is the ranking of the offense of wearing/moving around the campus in a PE uniform but outside of PE classes?,A/B.,51
What is the ranking of the offense of coming to school with unkept or untidy haircut/hairstyle?,A/B.,51
What is the ranking of the offense of exposure of body tattoos with offensive and obscene designs?,A/B.,51
What is the ranking of the offense of entering the University campus without a valid school identification card (ID) such as tailgating?,A/B.,51
What is the ranking of the offense of non-wearing of school identification card on campus?,A.,51
What is the ranking of the offense of use of two or more school ID or gate pass by whatever means or manner?,A/B.,51
"What is the ranking of the offense of representing, wearing or using any uniform, insignia or other identifying marks of the University or any department or college without authorization for personal gain?",B/C.,51
What is the ranking of the offense of unauthorized access of computer files like hacking and other IT-related violations?,B/C/D.,51
"What is the ranking of the offense of unauthorized collection of money, checks, or any other instrumentality of monetary value and/or embezzlement of funds?",B/C/D.,51
What is the ranking of the offense of entering the campus or off-campus sites under the influence of alcohol and prohibited substances?,C/D.,51
What is the ranking of the offense of bringing of intoxicated beverage in whatever quantity on campus?,C/D.,51
What is the ranking of the offense of engaging in an unrestrained drinking of alcoholic beverages with schoolmates or friends in school uniform outside the campus?,C/D.,51
"What is the ranking of the offense of possession of firearm, air gun, or similar gun replicas, sharp-bladed weapons, tear gas, firecrackers, pyrotechnics, explosive or miniature bombs inside the campus?",D.,51
What is the ranking of the offense of threatening to use these weapons to harm anybody inside the campus?,C/D.,51
What is the ranking of the offense of hazing as defined in RA No. 11053 or the Anti Hazing Law?,D.,51
What is the ranking of the offense of violation of parking regulations?,A.,51
What is the ranking of the offense of engaging in endangering behavior?,A/B/C/D.,51
"What is the ranking of the offense of indiscriminate throwing of waste paper, candy wrappers, chewing gums, plastic cups, etc. on campus or spitting on floors or walls?",A.,51
"What is the ranking of the offense of loitering or making excessive noise in corridors, stairways, or immediate vicinities during classes?",A.,51
"What is the ranking of the offense of loud and disturbing arguments, shouting, or heckling that are offensive to the sensibilities of the school community?",A/B.,51
"What is the ranking of the offense of unauthorized use of cellular phones, iPods, or other communication gadgets inside the classroom?",A/B/C/D.,51
What is the ranking of the offense of bringing in or playing with any gambling paraphernalia and engaging in gambling activities inside the campus?,A/B.,51
What is the ranking of the offense of smoking/vaping inside the campus and its immediate vicinity?,B.,51
"What is the ranking of the offense of deliberate disruption of classes, academic functions, or activities within University premises?",A/B/C.,51
"What is the ranking of the offense of brawls, riots, hooliganism on or off campus?",B/C/D.,51
"What is the ranking of the offense of instigating or participating in group activities, gatherings, rallies, and the like that result in stoppage or disruption of classes and/or other academic activities?",C/D.,51
What is the ranking of the offense of causing panic or confusion that leads to the disruption of classes and other academic activities?,C/D.,51
"What is the ranking of the offense of unauthorized rallies, barricading, picketing, preventing, or threatening any student from entering the school campus or attending classes, and/or school personnel from discharging their duties?",C/D.,51
What is the ranking of the offense of initiating or participating in activities contrary to law or public order?,D.,51
"What is the ranking of the offense of subverting or defying policies and guidelines of any college department, office of the University, and CHED?",C/D.,51
What is the ranking of the offense of any act or omission punishable under the rules and regulations of the University or laws of the land?,C/D.,51
What is required to enroll every semester or to leave the University at any time?,Satisfaction of pending academic and non-academic obligations.,52
What is the purpose of clearance?,To enroll every semester or to leave the University at any time.,52
What kind of obligations must be satisfied for clearance?,Pending academic and non-academic obligations.,52
What happens to students who have not resolved their disciplinary cases?,"They will not be allowed to proceed with enrollment, transfer, or graduation.",52
What happens to students who have inadequately followed the recommendation of support and sanctions?,"They will not be allowed to proceed with enrollment, transfer, or graduation.",52
Who must sign off on the clearance?,The Student Development Mentor and the campus Student Discipline Officer.,52
What is part of the requirement for clearance?,The signature of the Student Development Mentor and the campus Student Discipline Officer.,52
Why is clearance necessary?,To ensure satisfaction of pending academic and non-academic obligations.,52
What is the consequence of not resolving disciplinary cases?,"Not being allowed to proceed with enrollment, transfer, or graduation.",52
What is the consequence of not following the recommendation of support and sanctions?,"Not being allowed to proceed with enrollment, transfer, or graduation.",52
Who is responsible for ensuring clearance?,The Student Development Mentor and the campus Student Discipline Officer.,52
What is the role of the Student Development Mentor in clearance?,To sign off on the clearance.,52
What is the role of the campus Student Discipline Officer in clearance?,To sign off on the clearance.,52
What is the purpose of the signature of the Student Development Mentor and the campus Student Discipline Officer?,To ensure clearance.,52
"What is the requirement for enrollment, transfer, or graduation?",Clearance.,52
What is the definition of clearance?,Satisfaction of pending academic and non-academic obligations.,52
What is the scope of clearance?,Every semester or to leave the University at any time.,52
What is the benefit of clearance?,To enroll every semester or to leave the University at any time.,52
What is the consequence of not having clearance?,"Not being allowed to proceed with enrollment, transfer, or graduation.",52
What is the responsibility of the student in clearance?,To satisfy pending academic and non-academic obligations.,52
What is the role of the university in clearance?,To ensure satisfaction of pending academic and non-academic obligations.,52
What is the purpose of the clearance process?,To ensure satisfaction of pending academic and non-academic obligations.,52
What is the outcome of the clearance process?,To enroll every semester or to leave the University at any time.,52
What is the requirement for students who have disciplinary cases?,To resolve their disciplinary cases.,52
What is the requirement for students who have not followed the recommendation of support and sanctions?,To adequately follow the recommendation of support and sanctions.,52
What is the consequence of not resolving disciplinary cases?,"Not being allowed to proceed with enrollment, transfer, or graduation.",52
What is the consequence of not following the recommendation of support and sanctions?,"Not being allowed to proceed with enrollment, transfer, or graduation.",52
What is the topic of the guidelines discussed in the manual?,Guidelines for Ensuring Discipline and Due Process,53
What type of offenses do the guidelines cover in the first section?,Minor offenses and less serious offenses,53
Who does the complainant submit a letter of complaint/incident report to in minor offenses?,Student Discipline Mentor (SDM),53
How many days does the student respondent have to answer the complaint filed against him/her?,3 days,53
What happens in Step 3 of the guidelines for minor offenses?,The SDMs of the complainant and respondent assess the gravity of the offense and call the student respondent for a discipline conversation.,53
Who may be invited to the discipline conversation in Step 3?,Some witnesses,53
What do the two SDMs do after determining the gravity of the offense?,Recommend interventions and sanctions to be endorsed by the campus Student Discipline Officer (SDO) and approved by the Head of the Office Student Formation and Activities.,53
What happens in Step 5 of the guidelines for minor offenses?,"If the case is resolved within the level of the SDMs, the student respondent signs an agreement wherein it is stated that he/she promises not to commit any infraction again.",53
What happens if the case cannot be resolved at the level of the SDMs?,It is elevated to the Student Discipline Mentors Committee (SDMC).,53
How many days do the SDMs have to forward the case documents to the SDMC?,Not more than 5 days,53
What type of offenses do the guidelines cover in the second section?,Serious offenses and very serious offenses,53
Who does the complainant submit a letter of complaint/incident report to in serious offenses?,Campus Student Discipline Officer (SDO),53
How many days does the student respondent have to answer the complaint filed against him/her in serious offenses?,3 days,53
What happens in Step 3 of the guidelines for serious offenses?,The SDO informs the members of the SDMC of the date set for the case conference.,53
How many working days does the SDO have to schedule the case conference?,Not more than 10 working days,53
What happens during the case conference in Step 4 of the guidelines for serious offenses?,The SDMC calls the student complainant and respondent for a case conference.,53
Who may be invited to the case conference in Step 4?,Some witnesses,53
What standards of due process must be satisfied during the case conference?,The respondent should have been informed in writing of the nature and cause of the accusation/s; The respondent should have been granted the right to answer the charges against her/him; The respondent should be informed of the evidences against him/her; The respondent is given the right to adduce evidence on his/ her own behalf; and the evidence should be considered by the SDMC.,53
What happens in Step 5 of the guidelines for serious offenses?,The SDMC after having determined the gravity of the offense committed may recommend the intervention and sanctions to be endorsed by the Head of the Office of Student Formation and Activities.,53
Who enforces the approved intervention and sanctions in Step 6?,The SDO,53
Who receives copies of the approved intervention and sanctions?,Both the complainant and respondent,53
What happens if the case cannot be resolved at the level of the SDMC?,It is elevated to the Student Discipline Board (SDB).,53
How many days do the SDMC have to forward the case documents to the SDB?,Not more than 5 days,53
Who are the members of the Student Discipline Mentors Committee (SDMC)?,"Chair of Student Discipline Officer, Student Discipline Mentor of the Complainant, Student Discipline Mentor of the Respondent, Student Representative of the Collegiate Council of the Complainant, Student Representative of the Collegiate Council of the Respondent, and Head of Office of Student Formation and Activities.",53
Who will be permitted to continue with their studies?,Pregnant students,54
Under what condition will pregnant students be permitted to continue with their studies?,On the condition that their enrollment in the university will not pose health and safety risks given their health condition.,54
Why may the school require the student concerned to present medical clearance?,For the purpose.,54
What may the school require the student concerned to present?,Medical clearance and such other documents as may be rendered necessary.,54
What is the purpose of requiring the student concerned to present medical clearance and other documents?,For the purpose.,54
Who may be required to present medical clearance and other documents?,The student concerned.,54
What is the policy for pregnant women in the university?,Pregnant students will be permitted to continue with their studies on the condition that their enrollment in the university will not pose health and safety risks given their health condition.,54
What is the consideration for permitting pregnant students to continue with their studies?,That their enrollment in the university will not pose health and safety risks given their health condition.,54
What may be required from pregnant students to continue with their studies?,Medical clearance and such other documents as may be rendered necessary.,54
Why may the school require documents from pregnant students?,To ensure that their enrollment in the university will not pose health and safety risks given their health condition.,54
What is the purpose of the policy for pregnant women?,To ensure that pregnant students can continue with their studies safely.,54
Who does the policy for pregnant women apply to?,Pregnant students.,54
What is the condition for pregnant students to continue with their studies?,That their enrollment in the university will not pose health and safety risks given their health condition.,54
What may the school do if a pregnant student's enrollment poses health and safety risks?,Not specified in the context.,54
Can pregnant students continue with their studies without any conditions?,"No, they need to meet the condition that their enrollment in the university will not pose health and safety risks given their health condition.",54
What is the role of the school in ensuring pregnant students' safety?,The school may require the student concerned to present medical clearance and such other documents as may be rendered necessary.,54
What documents may be required from pregnant students?,Medical clearance and such other documents as may be rendered necessary.,54
Why is medical clearance required from pregnant students?,For the purpose.,54
What is the purpose of requiring medical clearance from pregnant students?,For the purpose.,54
Who will determine if a pregnant student's enrollment poses health and safety risks?,Not specified in the context.,54
What happens if a pregnant student's enrollment poses health and safety risks?,Not specified in the context.,54
Can pregnant students continue with their studies without presenting medical clearance?,"No, the school may require the student concerned to present medical clearance.",54
What is the policy title?,Policy for Pregnant Women.,54
What is the topic number of the policy?,Topic 54.,54
What is the page content of the policy?,Topic 54: Policy for Pregnant Women.,54
Who has jurisdiction over all cases involving the discipline of students?,"The USC Administration, through the Office of Student Formation and Activities – Student Discipline Section.",55
What happens if a student refuses to heed the summons to appear before the investigating body set up by the administration?,"A student who is charged with an offense, and refuses to heed the summons to appear before the investigating body set up by the administration is deemed to have waived his/her right to present evidence/s.",55
What will be the basis of the decision if a student refuses to appear before the investigating body?,The case shall then be decided based on the complaint and the evidence presented.,55
Is misconduct committed outside the University covered by the policy on discipline?,"Yes, misconduct committed outside the University, consequently affecting his/her status as a student, is covered with the policy on discipline.",55
What happens if a student who committed misconduct outside the University enrolls again?,"In case of subsequent enrollment of such a student, he/she will have to answer the charges filed and lodged against him/her.",55
Who sets up the investigating body?,The administration sets up the investigating body.,55
What is the role of the Office of Student Formation and Activities – Student Discipline Section?,The Office of Student Formation and Activities – Student Discipline Section has jurisdiction over all cases involving the discipline of students.,55
Can a student present evidence if they refuse to appear before the investigating body?,"No, a student who is charged with an offense, and refuses to heed the summons to appear before the investigating body set up by the administration is deemed to have waived his/her right to present evidence/s.",55
What is the purpose of the investigating body?,The investigating body is set up to investigate cases involving the discipline of students.,55
Who can file charges against a student?,The administration can file charges against a student.,55
What happens if a student is found guilty of misconduct outside the University?,"Misconduct committed outside the University, consequently affecting his/her status as a student, is covered with the policy on discipline.",55
Can a student appeal a decision made by the investigating body?,(No answer in the provided context),55
Who makes the decision in a disciplinary case?,The case shall then be decided based on the complaint and the evidence presented.,55
What is the policy on discipline?,(No answer in the provided context),55
Can a student be disciplined for misconduct outside the University?,"Yes, misconduct committed outside the University, consequently affecting his/her status as a student, is covered with the policy on discipline.",55
What is the role of the USC Administration in disciplinary cases?,"The USC Administration, through the Office of Student Formation and Activities – Student Discipline Section, has jurisdiction over all cases involving the discipline of students.",55
Can a student be expelled for misconduct outside the University?,(No answer in the provided context),55
What happens if a student is found guilty of misconduct?,"In case of subsequent enrollment of such a student, he/she will have to answer the charges filed and lodged against him/her.",55
Who investigates cases of misconduct?,The Office of Student Formation and Activities – Student Discipline Section investigates cases of misconduct.,55
Can a student be disciplined for misconduct that occurred before enrollment?,(No answer in the provided context),55
What is the purpose of the policy on discipline?,(No answer in the provided context),55
Can a student be disciplined for misconduct that occurred after graduation?,(No answer in the provided context),55
Who is responsible for enforcing the policy on discipline?,"The USC Administration, through the Office of Student Formation and Activities – Student Discipline Section.",55
Can a student appeal a decision made by the administration?,(No answer in the provided context),55
What is the role of the student in a disciplinary case?,"A student who is charged with an offense, and refuses to heed the summons to appear before the investigating body set up by the administration is deemed to have waived his/her right to present evidence/s.",55
Can a student be disciplined for misconduct that occurred during enrollment?,"Yes, misconduct committed outside the University, consequently affecting his/her status as a student, is covered with the policy on discipline.",55
Who sets the policy on discipline?,(No answer in the provided context),55
Can a student be expelled for misconduct that occurred during enrollment?,(No answer in the provided context),55
What is the purpose of the investigating body in a disciplinary case?,The investigating body is set up to investigate cases involving the discipline of students.,55
Can a student be disciplined for misconduct that occurred before admission?,(No answer in the provided context),55
Who makes the decision to discipline a student?,The case shall then be decided based on the complaint and the evidence presented.,55
Can a student be disciplined for misconduct that occurred after graduation?,(No answer in the provided context),55
What is the role of the Office of Student Formation and Activities in disciplinary cases?,The Office of Student Formation and Activities – Student Discipline Section has jurisdiction over all cases involving the discipline of students.,55
What is the topic of this section of the student manual?,Topic 56: Sanctions,56
What is the basis of the disciplinary sanctions for Serious Offenses or violations of school regulations?,Pursuant to the Manual of Regulations for Private Higher Education,56
What is suspension as a penalty?,A penalty in which the school is allowed to deny or deprive an erring student of attendance in classes for a period not exceeding 20% of the prescribed class days for the term.,56
What is the limitation on the duration of suspension?,Not exceeding 20% of the prescribed class days for the term.,56
What happens if the decision of the school involves suspension exceeding 20% of the prescribed school days for a term?,The decision shall be forwarded to the CHED Regional Office within 10 days from the termination of the investigation of each case.,56
Can preventive suspension be imposed on a student under investigation?,"Yes, even before the hearing of his/her case has commenced.",56
Why can preventive suspension be imposed on a student?,If there is strong evidence of guilt and the moral conviction of the Discipline Committee that the continued stay or presence is a risk or an imminent danger to life and property in school.,56
Is the respondent permitted inside the school premises during preventive suspension?,No,56
What is the limitation on the duration of preventive suspension?,Shall not exceed 10% of the prescribed school days.,56
What is the purpose of preventive suspension?,To prevent risk or imminent danger to life and property in school.,56
Who decides on the preventive suspension of a student?,The Discipline Committee.,56
What is the basis for the moral conviction of the Discipline Committee?,Strong evidence of guilt.,56
Can a student under investigation attend classes during preventive suspension?,No,56
How long does the school have to forward the decision to the CHED Regional Office?,Within 10 days from the termination of the investigation of each case.,56
What is the role of the CHED Regional Office in cases of suspension exceeding 20% of the prescribed school days for a term?,The decision shall be forwarded to the CHED Regional Office within 10 days from the termination of the investigation of each case.,56
Can a student be suspended for more than 20% of the prescribed school days for a term?,"No, the decision shall be forwarded to the CHED Regional Office within 10 days from the termination of the investigation of each case.",56
What is the purpose of suspension as a penalty?,To deny or deprive an erring student of attendance in classes.,56
How is the duration of suspension determined?,Based on the prescribed class days for the term.,56
Can a student be suspended for less than 20% of the prescribed school days for a term?,Yes,56
What happens to a student who is suspended?,The student is denied or deprived of attendance in classes.,56
Who is responsible for imposing suspension on a student?,The school.,56
What is the purpose of the Manual of Regulations for Private Higher Education?,To provide the basis for disciplinary sanctions for Serious Offenses or violations of school regulations.,56
What is the relationship between the school and the CHED Regional Office in cases of suspension?,The school forwards the decision to the CHED Regional Office within 10 days from the termination of the investigation of each case.,56
Can a student be suspended without a hearing?,"Yes, through preventive suspension.",56
What is the role of the Discipline Committee in cases of suspension?,To decide on the preventive suspension of a student.,56
What is the basis for the school's decision on suspension?,Pursuant to the Manual of Regulations for Private Higher Education.,56
What is a student organization?,"A student organization is an organized group of students sharing common interests, objectives, philosophy, and operational activities not contrary to laws, morals and University rules and regulations.",57
What is the significance of student organizations in the University?,The University regards the formation of student organizations as a healthy sign of growing social awareness and concern and as an exercise of students’ freedom of association.,57
What are the responsibilities that come with the freedom of association?,The responsibility to respect the freedom of others and to uphold the dignity of the student body as a whole.,57
What are the venues that student organizations provide for students?,"The development of students’ talents, potentials and capabilities; students’ greater awareness of their rights, duties and responsibilities; wholesome social and recreational activities; and the realization of the university’s mission statement and academic aims.",57
How are student organizations categorized?,"Student organizations are broadly categorized into two, namely: Co-curricular and Extra-curricular.",57
What are Co-curricular organizations?,Co-curricular organizations are school/department-based and whose membership is automatic upon enrollment in a particular course or college.,57
What are Extra-curricular organizations?,"Extra-curricular organizations are initiated and organized by students to accommodate specific interests, concerns or visions, e.g. socio-civic, cultural, religious, athletic, professional service clubs, etc. and whose membership is voluntary.",57
What is the purpose of student organizations in the University?,To complement and enhance the learning process.,57
Who manages the activities of student organizations?,"Schools, departments, and student organizations, in coordination with the Office of Student Formation and Activities (OSFA), manage these activities.",57
When should student organizations schedule their activities?,"Activities must be held within the academic calendar, and should not be scheduled a week before and during major examinations and institutional celebrations unless the activities are intrinsically related therewith.",57
Who has general supervision of all activities of registered student organizations?,The Student Activities Officer.,57
What is the requirement for student organizations to register or renew their registration?,They shall accomplish the requirements as stated in the Student Organization Manual.,57
What are the requirements for student organization registration?,"Among others, the said requirements are the Constitution and/or By-laws or its equivalent, Program of Activities Form, Officers’ and Faculty Adviser’s Data Sheet, list of members and endorsements of authorized university officers or mother clubs for affiliated organizations.",57
What happens after a student organization complies with the registration requirements?,"Upon compliance with the aforementioned requirements, student organizations shall then be entitled to official recognition by the University through OSFA.",57
What should I do if many of the Officers in my organization are no longer returning?,"Check your Constitution and By-Laws for the appointment or election procedures. If it is not feasible to follow through, the suggestion is to function with the human resources you have for as long as the goals of the organization can be met.",57
What if the goals of the organization cannot be met?,"If the goals cannot be met, the suggestion is to reduce the goals to only its most essential in carrying out the purpose of the organization.",57
How can student organizations collect funds?,"For Co-curricular Organizations, you may request for your fees to be included in the collection reflected on ISMIS through your Department. For Extracurricular Organizations, you may employ your preferred method of collection.",57
How do School Councils collect funds?,"Upon coordination with the Dean, you have access to fees that may already be included in the semestral fees of the students (e.g. for SAS Council, previously ""SAS Program Activities Fee"").",57
What is the suggestion for budgeting in student organizations?,The suggestion is to first plan out your Calendar of Activities and then determine the most considerate budget possible as to not burden the students with more fees.,57
What is the purpose of out-of-classroom activities in the context of learning?,to augment classroom learning,58
What governs the out-of-classroom activities to ensure security and safety of students?,"CMO 63, series of 2017 (Policies and Guidelines of Local Off-Campus Activities), and CMO 01, series of 2023 (Amendment of Article IV.E of the earlier mentioned CMO)",58
Where should students file an application for out-of-classroom activities?,at the Office of the Vice President for Academic Affairs,58
Where should student organizations apply for out-of-classroom activities?,at the Office of Student Formation and Activities,58
Are international trips allowed?,"In some cases, yes",58
What governs international trips?,"CMO 26, series of 2015",58
Are the guidelines subject to updates?,yes,58
Who may provide updates to the guidelines?,CHED,58
What is the topic of this section of the student manual?,Educational Tours and Field Trips,58
"What is the purpose of CMO 63, series of 2017?",to ensure security and safety of students during the conduct of the activities,58
"What is the purpose of CMO 01, series of 2023?",Amendment of Article IV.E of the earlier mentioned CMO,58
What is the role of the Office of the Vice President for Academic Affairs?,to receive applications for out-of-classroom activities from students,58
What is the role of the Office of Student Formation and Activities?,to receive applications for out-of-classroom activities from student organizations,58
Can student organizations participate in out-of-classroom activities?,yes,58
Are out-of-classroom activities limited to local activities?,"no, international trips may be allowed in some cases",58
What is the main objective of the guidelines?,to ensure security and safety of students during the conduct of the activities,58
Are the guidelines fixed and unchangeable?,"no, they are subject to updates",58
Who is responsible for ensuring the security and safety of students during out-of-classroom activities?,"(implied) the institution, through the guidelines and offices mentioned",58
Can students participate in out-of-classroom activities without filing an application?,"no, they need to file an application",58
Are student organizations exempt from filing an application?,"no, they need to file an application at the Office of Student Formation and Activities",58
"What is the purpose of CMO 26, series of 2015?",to govern international trips,58
Are the guidelines only applicable to local activities?,"no, they also apply to international trips",58
Can the guidelines be changed or updated?,"yes, they are subject to updates provided by CHED",58
What is the University of San Carlos certified for?,"ISO 9001:2015 that established and certified a quality management system for the provision of student support services for student welfare, student development, and institutional student programs.",59
What is the interactive and popularized version of the quality management system called?,"""Caloy"".",59
What can students access through the Caloy kiosks?,Further information regarding the services and programs outlined in the directory.,59
Where are the Caloy kiosks strategically located?,In different buildings in the University.,59
What is the quality policy of the Student Support and Services System of the University of San Carlos?,"In support of academic instruction, the Student Support and Services System of the University of San Carlos is committed to delivering quality services and programs essential in the formation of Carolinian graduates to become productive citizens of the country and the world.",59
What is the commitment of the support units?,"To continuously improving their services, processes, and our Quality Management System for the enhancement of the student experience in the University.",59
"Who may be required to participate in the improvement of services, processes, and Quality Management System?",Suppliers and other external providers of processes and services.,59
What are the commitments of the University founded on?,The following priorities.,59
What is the first priority of the University?,"Achievement of outcomes defined in KRA 4 of CHED CMO 46 relating to student quality, diversity of the population, rate of completion, employment rate, quality of formation and; level of competency, leadership qualities, level of empowerment of graduates.",59
What is the second priority of the University?,Operation of processes in accordance with the administrative and financial policies of the university.,59
What is the third priority of the University?,Enhancement of support to academic units in the preparations for program accreditation.,59
